author,comment,like_count,published_at
@rizkysantosoyoutube8217,"Sepakat dengan anda. Tp tidak sepakat dengan om botak😁 program makan bergizi gratis...  memang tidak tepat buat anak sekolah.. karna secara ekonomi anak anak sekolah  gk sama ada yang miskin ada yang menengah ada yang kaya,  Mending pemerintah... gratiskan biaya sekolah swasta maupun negri ☕️☕️",1,2025-01-24T12:08:56Z
@jerellcorinthian6176,Imo harusnya sih hire juga orang yang paham di bidang makanan di tiap kota. Yang tau standarisasi kebersihan. Mungkin kedepannya juga ada kerjasama dengan kementrian kesehatan mungkin untuk mengkontrol HACCP di tiap dapur yang memproduksi makanan untuk menghindari keracunan dan masalah lain sejenisnya. Its just my 2 cents.,0,2025-01-24T12:07:45Z
@luvlyhubby,"Kantinnya justru tidak diberdayakan karena pemerintah mendirikan unit2 sppg/dapur umum. Ibu2 kantinnya dah ngeluh terkait omzet yg turun. Dari sejak awal kan program ini memang tidak based on riset yg clear. Banyak juga kan ahli gizi2 yg berpendapat di X. Program ini tuh memang sedikit memaksa. Kebetulan aku dapat info pelatihannya untuk kru nya itu sejak bulan Mei, benar2 dilatih semi militer. Lalu di berita kan dijanjikan PNS yaa nyatanya tidak selalu demikian, info nya justru tidak jelas apakah p3k atau honorer di BGN-nya... Tolong bahas juga dongg ttg iming2 SPPI yg akan dijanjikan PNS di BGN. 😊",0,2025-01-24T12:07:18Z
@karyadi9212,Bang bahas soal pagar laut dong 🙏,0,2025-01-24T12:05:13Z
@akirahimuroputri4.5,Saya sih dari awal memang gak setuju dengan program MBG ini karena sudah pasti akan bermunculan tukang masak dadakan abal-abal yang sebenarnya saya pun juga memiliki kecurigaan kalau katering yang dipilih punya hubungan keluarga dengan politikus.Masih lebih bagusan milo dan dancow gratisnya pak Harto.,0,2025-01-24T12:02:10Z
@kumisputeh7762,"Next bikin sesi Teman ngisink dong , pasti banyak kan penonton yg eeq sambil dengerin sesuatu pake headset wireless",0,2025-01-24T12:00:20Z
@ahmadalfarish5586,Bener banget namanya program baru harusnya sebisa mungkin bertahap. Dan diperjelas semuanya. Kritikan jga emang gk semua bagus jga tpi ya setidaknya tidak diperkeruh dengan yapping yapping yg punya power,0,2025-01-24T11:58:10Z
@noerkholismuhammad1288,Makan Siang Gratis itu program yg baik dan bagus kalo dari awal IKN tidak pernah Ada..,0,2025-01-24T11:57:41Z
@PedroArnaiz,"jangan berlindung dalam kata ""bersyukur"" karna takut dikritik",0,2025-01-24T11:57:23Z
@randiapriliyadirahmat5230,"jujur om ded mengecewakan banget. itu anak gak salah apa-apa toh dia ditanya bukan yang tantrum gajelas bahkan dia tetap makan yang bisa dia makan malah dimarahin. dibilang anaknya gak di didik dengan baik untuk bersyukur. udah gitu perbandingannya gak relevan, dibandingin sama aska makan nasi kotak hadehh",0,2025-01-24T11:56:16Z
@PetsGroomingLombok,"Intinya program makan ini biar sukses, harus semua jujur 🗿",0,2025-01-24T11:56:12Z
@therizkydev8947,"bang, gw cuma mau bilang, totally agree. Ku juga mikir hal yang sama buat saran nya ini. Kalau pake skala prioritas misal 3T, dengan anggaran 50T kayaknya bisa, jadi ga usah motong anggaran sana sini seperti transum, gaji, pembangunan. Sekarang ini awal tahun udah minta efisiensi 300T dan dialihkan buat MBG kok sepertinya potensi bocornya besar banget, apalagi lembaga pengelolanya baru terbentuk.",0,2025-01-24T11:55:35Z
@faidzarkha2699,Lucu anak anak saat makan gratis hp nya dikumpulkan agar tidak bisa foto makanannya 😅,0,2025-01-24T11:55:02Z
@preistian13,"kenapa gak dibuat voucher aja, tapi hanya bisa dibuat di kantin, outlet2 kantin sudah menyiapkan menu seharga itu jadi variannya bisa banyak dari berbagai outlet kantin. 🙏🏽",0,2025-01-24T11:53:17Z
@ekawerdi9026,"Kalo usulan program Pak Ahok dibatalkan oleh dugaan penyalahgunaan dana bantuan untuk judol, bukankah yg bermasalah itu judol nya? (bukan usulan bagi fresh moneynya). Bukankah dari sini kita bisa lihat urgensi permasalahan kita tidak hanya soal makan bergizi gratis? Dengan pertanyaan lain, apakah dengan program makan bergizi ini, anak Indonesia akan serta merta terbebas dari judol?

Kamerad Ferry, apa anda sudah menyerah terhadap fenomena judol?",0,2025-01-24T11:52:18Z
@fadjaranggoro4448,"Bang fery meski lebih muda, tapi maseh lebih bijak dari pada si letkol tolol yg menghardik anak yg protes",0,2025-01-24T11:51:06Z
@andrijaniani4244,Bahas PPh 21 di th 2025 yang diubah....setor ke pusat....ini maksudnya apa yah...?? Apakah kita yang berada di daerah masih dapat support keuangan untuk pembangunan daerah??,0,2025-01-24T11:50:52Z
@Singa-h2g,Lanjut pager gaib bang tanggerang😅,0,2025-01-24T11:50:02Z
@ayam5509,"9:56 kalo menurut gua yang di daerah perkampungan, kantin disini itu sedikit kurang gizi. Contohnya aja mereka itu jualan indomie, cireng, basreng, dan makanan makanan berminyak lainnya, yang ditaburin sama bumbu yang kurang meyakinkan juga. Jadi, kalo memperdaya kantin saya kurang setuju, apalagi saya yakin kebanyakan kantin di daerah kampung pasti menjual hal hal yang sama kayak kantin saya, atau bahkan lebih parah. Saya lebih setuju, kalo program makan siang gratis itu memperdaya para ibu ibu yang disekitar wilayah sekolah. Karena, ga sedikit juga ada yang menitipkan jualan mereka, dan jualan mereka itu lebih sehat dari kantin. Kemarin, saya lihat ada menu baru di salah satu warung sekolah saya, ada yang menitipkan jualan nasi dengan ayam, seharga lima ribu. Nasinya memang tidak banyak, tapi kalo pemerintah mau memperdaya mereka dengan tepat ya, menurut saya pasti bisa. Ini pendapat saya aja sih, sebagai pelajar SMP wkwkwk.",0,2025-01-24T11:47:27Z
@muhamadfarisnaufalausten885,"Dan berdasarkan omongan Ferry, dalam hal ini Om Deddy ternyata pikirannya masih sempit. Karena dia menginvalidasi komentar anak-anak yg mau apapun itu adalah hal yang mereka rasakan. Komentar mereka bukan untuk dilawan tapi jadi bahan evaluasi dalam eksekusi.

Tapi kita ga tau Om Deddy memang pure khilaf, tertekan oleh perintah atasan, atau ya sedang jadi buzzer yg dibayar aja.",0,2025-01-24T11:45:22Z
@candrasusetyo6430,Gue Tabok Gue Tabok ❤,1,2025-01-24T11:44:57Z
@mwahiru,Mending pendidikan gratis atau makan gratis,0,2025-01-24T11:43:47Z
@bram-midage,"Setuju banget Bang sama pemikirannya. Pertanyaan saya adalah,  apa iya sih yang ngurusin itu nggak ada yang mikir seperti abang, terus speak up, terus dibahas gitu di rapat misalnya, sehingga pelaksanaannya jadi lebih bagus.",0,2025-01-24T11:41:39Z
@MuhNurhakimirrosyidYakub,Saya adalah orang yang setuju dengan program makan gratis tapi  saya sarankan pemerintah membuat peraturan atau kebijakan yang tegas jika ada yang korupsi di program ini di kasi hukuman yang berat😅,1,2025-01-24T11:39:40Z
@fannyatmaningrum,Gaji Guru Honorer di setara kan itu lebih penting,0,2025-01-24T11:35:37Z
@internetfolks-e7c,Pengen komentar berbobot tapi gak ada yang peduli juga.,0,2025-01-24T11:32:36Z
@ahmadnabielmuyassar3159,"Pemilihan katanya om botak salah, dan cara ngomongnya juga salah

Sesuai perkataannya bang panji harusnya simpel aja di balesnya, tapi si squidword ganteng lagi goblok aja hahaha😂. Apalagi pas si botak bilang steak 6 juta bisa keracunan😂

Semua orang pernah salah, jangan terlalu di hujat",0,2025-01-24T11:25:09Z
@wahyudinbeniardi9602,3:29 serius anak sd ngomong kek gitu,3,2025-01-24T11:21:05Z
@cappucinohangat533,y,0,2025-01-24T11:20:14Z
@gurugalih,"Hai Bang Ferry, aku Galih. Guru SD, di sekolahku sudah berlangsung 1 pekan ini MBG. Memang banyak manfaat dan ada juga kerepotannya. Betul mengenai kantin, kasian mereka habis penghasilannya. Kemudian saya pribadi jadi guru dapat tugas tambahan menyemangati anak2 makan sayur, sayang kalau pada tidak dihabiskan. Tapi senang lihat anak2 pada sehat kalau makannya bergizi terus, semoga makin baik perkembangan tubuh dan otaknya para murid.",10,2025-01-24T11:16:57Z
@agungnasrulloh4720,Anak kecil gk d sensor parahh,0,2025-01-24T11:16:52Z
@rezhafhauzyrahcman7041,"Bang, lu bikin video udh kya guru pake metode ceramah. mungkin ada sedikit cuplikan data biar yang nnton bisa lebih paham lagi point yang lu jelaskan. thank you ...",0,2025-01-24T11:14:16Z
@arsyahrifai777,Bahas proid nya efosary dunk om?,0,2025-01-24T11:10:05Z
@kocikgu6579,"Setuju ""dahulukan daerah terluar bukan kota besar""",0,2025-01-24T11:08:04Z
@dirgantaramv6519,di daerah saya belum ada makan siang gratis mungkin d kota besar sudah dan bener idenya muncul dari daerah tapi uji coba di kota sama sepertihalny kurikulum,0,2025-01-24T11:07:50Z
@dantehaha521,ya kalo pake logikamu gak ada yg namanya istilah gratis fer.... kata gratis seharusnya tidak ditemukan😅😅😅... aneh sekali anda... intinya yg makan makanan itu kan nggak suruh bayar sepeserpun... sudah itu saja... kadang orang pinter suka lucu jg narasinya...,0,2025-01-24T11:06:35Z
@silviapuji9744,"Bang, bahas pelatih sepak bola Indo yg baru dong! 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻❤",0,2025-01-24T11:04:14Z
@BANGKITAS,"Kalo aku sih setuju ama subsidi kantin,dan kalo ga ada kantin ya pake konsep makan siang gratis aja dg syarat harus transparan",0,2025-01-24T11:03:45Z
@muhammaddelvian6206,tapi om ded ini emang parah sih awalnya saya percaya sama om ded pas bang ferry bilang kalo om ded ini orang yang sangat demokratis. tapi masa ngomong gitu ke orang yang kritik soal makan siang gratis. padahal dengan kritikan itu pemerintah harusnya bisa evaluasi,0,2025-01-24T11:02:00Z
@namabelakangnamadepan8449,"Bang, review steak beracun harga 6 juta dong",0,2025-01-24T10:59:00Z
@ryoshiio,"Presiden tidak salah. 

Negara miskin sok Sokan kasih makan gratis. Kasih kesejahteraan aja susah.",0,2025-01-24T10:57:59Z
@surakan09,"Siapapun kasih tau gw, Apakah makan siang bergizi ini sekolah swasta juga mendapatkannya? Pliss",1,2025-01-24T10:56:39Z
@diftarsyahid9747,WKWKWKWK,0,2025-01-24T10:54:31Z
@mashedpotato12345,"""Kurang efektif.""",0,2025-01-24T10:54:21Z
@bagasfb007,"Bang, izin masukan, boleh gak klo suara abang di vidionya dinaikin gituu? Soalnya gua dengernya masih kurang gituu bang 🙏",0,2025-01-24T10:53:40Z
@ashtonkthcer7852,"IKN, dipaksakan.
Makan Siang Gratis, Dipaksakan.
PPN 12%, dipaksakan.
Kabinet sangat gemuk, dipaksakan.

Segala yg dipaksakan tanpa melihat kondisi dan realitas di lapangan BIASANYA tidak akan berjalan lancar. Kita sebagai rakyat yaa mau ga mau mendukung poin2 di atas. Tp inget , kita wajib menuntu output dari poin2 di atas dengan ada feedback yg jauh lebih baik dibanding sebelum nya. Jangan sampai ada anggapan giliran buat pejabat, elit, pengusaha kakap dikasih kemudahan. Giliran buat rakyat, dibuat pajak sana sini dan dikurangin fasilitas / asuransi yg telah dijanjikan",0,2025-01-24T10:53:34Z
@ito08,Hanya satu pertanyaan yg muter di kepalaku.,0,2025-01-24T10:53:22Z
@SaipulnurPutra-q6j,Kelasss penjelasan nya . masukan dan kritik berimbang ❤,0,2025-01-24T10:52:26Z
@emeraldsajang6945,Kamera lo bagus  bang,0,2025-01-24T10:46:14Z
@NurHayati--,Di temoat ku paling 1 SD yg dapat nasi tiap hari 😂,0,2025-01-24T10:45:23Z
@GraceManullang-d3b,Awas di tabok Deddy Corbuzier 😂😂😂,1,2025-01-24T10:45:09Z
@Salt_Light7,"Kasih cash ke ortu tapi berupa voucher yg hny bs utk beli makanan , atau bahan makanan tertentu yg kategori makanan bergizi",0,2025-01-24T10:43:55Z
@ilpyopark3981,Kelas king,0,2025-01-24T10:43:38Z
@emsabyrin,"saran aku pemerintah buat BUMN atau instansi khusus buat bikin dapur makan siang gratis , selain bisa standarisasi makan siang gratis juga bisa buka lapangan pekerjaan jugaa ..",0,2025-01-24T10:42:35Z
@edostoryy,"Saya setuju sama pendapatnya bang fery,walau masi banyak hal penting yang harus diurus tapi semisal program ini berjalan dengan baik bakal sangat membantu masyarakat sih tinggal perbaikan di sistemnya aja 😁👍",0,2025-01-24T10:41:01Z
@Ar.fan5,"Agreed.

Problemnya ada pada penyusunan prioritas, penyesuaian tantangan setiap daerah, dan pengawasan kualitas.",0,2025-01-24T10:40:09Z
@hearte-shop,"Saya rasa semua kebijakan akan berjalan baik apabila RUU Perampasan Aset segera diundang-undangkan. Untuk makan siang gratis, coba buat pengawasan, dimana siswa diperbolehkan memfoto serta mengirim ke pengawas, selain pengawas, masyarakat juga diperbolehkan untuk melihat foto tersebut seperti aplikasi waktu pemilu kemarin",0,2025-01-24T10:37:43Z
@traderninjaaaa,ga bisa ganas2 ke si sukro soalnya masih tersandera close the door,0,2025-01-24T10:35:23Z
@NoaIt1,"Pro dan kontra dalam satu prpgram itu hal biasa, asal konteks yg mereka jadi alasannya adalah hal yang bisa dibicarakan secara logis dan kalau bisa objektif

Jangan jadi nitizen yang dikit"" ada yg pro dibilang buzzer lah pas ada yang kontra dibilang buzzer juga

🤷 Katanya mau berpendapat dengan baik dan benar tapi ketika ada yang ga sesuai pendapat lu masa dibilang buzzer",1,2025-01-24T10:35:10Z
@aeronmcland7356,"di SD tempat bapak saya mengajar sampai sekarang belum ada makan bergizi, iya saya tahu bertahap tapi SD ini berada di pelosok desa. seharusnya daerah daerah pelosok di utamakan di kabupaten Karangasem, Bali malah di sekolah kota lebih diutamakan yang jelas ekonomi orang tua siswa sangat berbeda, pelosok lebih membutuhkan.",1,2025-01-24T10:35:09Z
@dexter366,Di sekolah gw belum ada makan gratis semoga aja ada secepatnya sebelum bulan puasa karena temen temen gw ga pada sabaran dan dananya ga di korup,0,2025-01-24T10:34:57Z
@Alfaridt,2:56 Seketika kaget,1,2025-01-24T10:34:48Z
@epenpenpen8183,"program pemerintah, pembangunan, wacana dsb itu rata2 bagus kok, masalah nya si KORUPTOR MALING itu looohhh , itu yg harus di berantas,",0,2025-01-24T10:33:59Z
@utinakurniasnamakusandybuk9888,Halo bang coba angkat topik tentang deforestasi Prabowo setuju apa nggak,0,2025-01-24T10:33:18Z
@wolfshield2499,"Anak kecil ya jujur apa adanya, klo lidah nya rasa ga enak, masa harus 'digaplok' buat boong atau menipu diri sendiri atas dasar kalimat 'kurang bersyukur'?

3 hal yg kurang dari kejadian ini yg akhirnya jd bias pengartiannya kemana2:
1. Video cuma 1 anak SD yg bilang GAENAK,  harusnya ditanyain sekelas rasanya gimana, & klo hampir lebih dari 1/2 anak kelas bilang GAENAK ya brarti harus ada upaya peningkatan rasa, & kalau lebih dari 1/2 anak kelas bilang ENAK ya brarti sisa persentase kecil yg bilang GAENAK yg cuma masalah preferensi

2. Bandingin sama Anak
SMA papua sana yg di bilang tau bersyukur krn jawabannya rata2 ENAK, Pas ditanyain rasanya. Gini, Secara vendor, dapur pengolahan , menu makanan aja udah beda2 : standar,rasa, dan menu nya, jadi kemungkinan klo ada yg wilayah yg 'ngaco' ngolah nya ya dapetnya reaksi 'GAENAK'.

3. Yah..dr awal aja perbandingan Deddy udah salah, masa nasi ceban dibandingin sama nasi bekal artis ?",10,2025-01-24T10:32:03Z
@hmmtalach8466,Kalau aq nangkep dari poin penjelasan bg ferry nih intinya gini semua program pemerintah tuh bagus ASAL gaada korupsi dan diawasi pelaksanaan nya. Setuju gak😂,0,2025-01-24T10:30:10Z
@MisterNdutOfficial,"Jadi inget kata pandji terkait yg viral ini..
koreksi dan EVALUASI vendornya.. ganti yg baru udah gitu aja!
thanks bang ferry",0,2025-01-24T10:29:30Z
@ondemandenyotgrande6249,"uang triliunan cuma buat makan siang gratis?  untungnya pejabat dan pemerintah konoha pasti jujur, jadi ga mungkin kena ""potongan"" sana sini",0,2025-01-24T10:26:48Z
@taniayetireza31,"06:15 Setuju bgt, program ini ga bisa dinilai berhasil hanya dari idenya, tapi harus dilihat gimana perencanaannya, pelaksanaannya, dan pengawasannya.",0,2025-01-24T10:26:25Z
@SiapaKamu-e5i,bang volume micnya kurang,0,2025-01-24T10:23:09Z
@lilyguci,Fyi dgn anda menonton video ini kalian yg benci om dedy termasuk ngasih duit ke dia 😂😂😂,1,2025-01-24T10:23:03Z
@AdmayGumay,"Lu ga usah bacot lah fer nyesel gw ngikutin lu , kontol² lu DM gw dah jangan bacot doang, lu emang ngebela botol itu kali yaa ? 
Lama² lu jg tolol , lu bisa ngeparuhi masyarakat, tapi kalo gw enggak , coba lu undang gw podcas?",1,2025-01-24T10:21:32Z
@phangwillie6154,"Setiap orang punya opini dan sudut pandang nya masing"", sudah selayaknya kita bisa menghargai pendapat orang lain. Perihal opini dc, saya kira snagat tepat bagi mereka yang memang keseharian nya kesulitan untuk makan siang. Tapi mungkin akan kurang tepat bagi mereka yang berkecukupan karena mereka merasa bisa dapat makan siang yg lebih baik. Jangan malah membuat kita menjadi 2 kubu yg bertolak belakang, tapi bagaimana kita memberikan solusi untuk menyelesaikan masalah ini. Dan tergantung bagaimana langkah pemerintah menanggapi ini. Perbedaan pendapat wajar, ini menjadi tanda bahwa masyarakat aware dengan program ini, dan sebagai koreksi pemerintah.",0,2025-01-24T10:19:04Z
@adisastrawan3980,Bagi saya ini program sangat bagus asal tidak ada unsur impornyA....,0,2025-01-24T10:18:22Z
@nonamae6665,njir anak sd udah megang hp di sekolah,0,2025-01-24T10:17:14Z
@flowingpoop,cara pandang kebanyakan masyarakat yang sekarang itu pengaruh dari nonton sinetron juga ga sih bang? masyarakat nilai sesuatu jadi kayak 100% baik atau 100% jahat wkwkwk,0,2025-01-24T10:16:46Z
@bang_garin,"Indonesia terlalu kompleks masalahnya dan gak bijak kalau tiap perbedaan pendapat dianggap buzzer dsb, bang ferry mencontohkan perbedaan pendapat gak harus diawali dengan polarisasi yang pake emosi",0,2025-01-24T10:16:38Z
@frankelano7306,"Target utama pemberian nutrisi utk pencegahan stunting itu mulaj dari ibu hamil, bayi, dan balita. 

Kenyataannya cuma dapat dari program posyandu. Itupun snack sebulan sekali. 

Siswa SMA dikasih MBG utk menunda lapar, bukan mencegah stunting. Hehe",0,2025-01-24T10:16:11Z
@faldhiilhamsyah5674,"+62 di jejelin ama nasi bungkus ngangguk😆kualitas pendidikan nya bobrok, yg jadi pertanyaan kualitas pendidikan dr makanan bergizi..? wkwkwkw tempe murah bos cuman 8rb warga2 +62 aja gengsi, dr pda jor2an buang2 anggaran buat jadi TAI doang mending di buat bayar sekolah gratis dr SD, SMP, SMK, Kuliah. di boongin sama TIKUS2 NEGARA mau aja🤣🤣",0,2025-01-24T10:15:09Z
@gamapila1800,"program ""presiden nraktir makan siang"" mah ga ada negatifnya

tp kan tugas negara utk buat bahan2 makanan semakin murah dan pendapatan meningkat. jgn sampai lupa aja ama tugas pemerintah yg ini",0,2025-01-24T10:14:48Z
@AdmayGumay,"Dan komen gw yg tadi di stag kali yaaa kocak , lu fer",0,2025-01-24T10:14:11Z
@hmmtalach8466,"Aq mau sedikit nyampein opini dariku ya bukan terkait mbg nya tapi terkait netizen dan masyarakat Indo yang masih suka bilang kaum 58% penyepong prabowo fufufafa, dll aq mau bilang inget kita hidup pake sistem demokrasi jadi dalam forum diskusi pasti ada pihak kalah dan pihak kalah harusnya nerima keputusan bersama dan gak nyinggung golongan yang kontra dengan pendapatnya jadi ya kalau semisal ada salahnya suatu kebijakan jangan lagi nyalahin rakyat nya tapi salahin pemerintah nya begitu pula dengan yang gak milih prabowo juga memiliki hak untuk mengkritik pemerintah (bukan hate speak yang bawa personalnya) soalnya ya inilah negara demokrasi. Udah itu aja semoga yang baca bisa ikut bantu ngingetin kalau ada netizen atau rakyat yang masih suka kubu"" an terkait pilpres kemarin ingetin aja kalau kita idup di negara Demokrasi jadi hasil keputusan kita lalui dan tanggung jawab bersama. Doaku cuma satu siapapun pemimpinnya semoga beneran niat kebijakannya buat negara bukan pribadi atau golongan. Salam dari salah satu rakyat Indonesia🇮🇩❤",1,2025-01-24T10:13:51Z
@AdmayGumay,X gw di blokirrr,0,2025-01-24T10:13:27Z
@indrasetyawan5682,tidak cocok untuk di kota dan sekolah lingkungan mampu. lebih baik dahulukan daerah pelosok dan tertinggal. atau bisa juga di berikan angket untuk ortu apakah bersedia anaknya mendapat makan siang gratis / tidak biar tidak mubazir,0,2025-01-24T10:11:53Z
@frankytjandra,ntar label close the door ilang gimana bg?,0,2025-01-24T10:09:46Z
@NurHalimah-f7u1m,"mending makan gratis di plosok"" ajh dulu,,",0,2025-01-24T10:09:19Z
@hunterviral727,Tolong bahas Tukin dosen bang 🙏,0,2025-01-24T10:08:17Z
@Eventhorizons547,"Memang banyak yg malas berpikir kritis, sekali tanya/kritik malah dibully habis habisan sama 1 kelompok mereka, udah jaman dari dlu suka bikin circle, padahal banyak yg jg udah tau cuma lingkaran aja yg jadi istilah lingkaran setan, makanya isinya banyak yg males mikir, terus kalo udah salah langsung saling nyalahin satu sama lain. Sampe males jg liat fenomena yg udah sering terjadi.",0,2025-01-24T10:08:08Z
@stevhkieran9165,"tolong ya wahai kepala keluarga nafkahi dulu keluarga sendiri bukan nafkahi bandar judi, kalau ga mampu puasa dulu birahi kau",0,2025-01-24T10:06:48Z
@namchnl5387,😎😎,0,2025-01-24T10:06:48Z
@aliii2155,"setuju sih ""utamakan yang di plosok dlu"" soalnya ada juga pro kontra dari kalangan menengah atas yg ngeluh soal makanan, mungkin bisa jadi langkah bertahap yg bagus kalau dari pelosok dlu kemudian ke kota",0,2025-01-24T10:06:19Z
@Uu-Aa-uu-AA,"uji coba sebuah program itu harusnya melibatkan perbandingan kelompok uji dan kontrol, pengumpulan data sebelum dan sesudah, evaluasi masukan dan kritikan, kemudian analisis dampaknya, lalu bisa ditarik kesimpulan apakah program tsb efektif ato tidak",3,2025-01-24T10:05:58Z
@Zadef45,"yang masih saya herankan,kenapa di setiap daerah lauk pauknya bisa terlihat berbeda?besar kecil ikannya,ayamnya... kenapa bisa seperti itu?bukannya kita punya prinsip asas berkeadilan ya?saya sendiri punya ponakan,dan disekolah beliau dianya juga engga makan itu nasi gratis... Karna ada isu isu ntah bener atau hoax adanya keracunan,lalu ponakan saya juga punya kebutuhan khusus karena punya penyakit langka yaitu thalasemia jadi gak bisa makan semua jenis makanan,bahkan susu... jadi,kalo emang ini program terus dilanjutkan... harusnya pemerintah siapkan kotak saran untuk apa?untuk melancarkan program ini seterusnya guna diperbaiki... lalu setiap anak dikasi list,dia ada penyakit apa..  tidak boleh makan apa,bolehnya makan apa... asalkan tetap sesuai prosedur gizi nya apa.. memang terkesan ribet,tapi ya itu yang pemerintah ambil program nya saat ini... Karena yang lebih tau tabiat anak dirumah ya orangtua,tetap gaada lain",0,2025-01-24T10:04:42Z
@Rdheva,akhirnya dibahas 😅,0,2025-01-24T10:04:34Z
@SANCAKA007,"Yang menarik menurut saya
Program Makan Siang (""bergizi"") Gratis ini bisa jadi tolak ukur kejujuran Pemerintah Desa

Bisa kita lihat beragamnya menu makan siang para adik adik siswa kita, ada yang mewah ada yang sampe bikin muntah, padahal dari pusat anggarannya sama lho!

Juga kemarin sampai ada larangan untuk dipublikasikannya program ini oleh para Siswa, dilarang foto dan video

Dari sini sudah terlihat jelas bukan, adanya gelagat gelagat mencurigakan dari para Pemerintah dan Pengelola Dana",0,2025-01-24T10:01:48Z
@ienkalina7956,Siiiip.....,0,2025-01-24T09:58:47Z
@fourqonnoerardy1213,"liat potongan video hokage ke 2,  ada aura wajah emoji batu🗿",0,2025-01-24T09:53:10Z
@jeffryansyahputra3765,"selain pengawasan dan pemilihan vendor perlu juga pengawasan yang ketat pembayaran ke vendor... bang, biasanya yang punya wewenang buat keluarin duit ke vendor sering main bawah meja bang... seperti yang sering di bahas bro ron ,...",0,2025-01-24T09:52:11Z
@tanatakun2604,Yang sebenernya juga gk bergizi,0,2025-01-24T09:49:51Z
@fahrulogic,"Yoiki sing kudune dipikir dipertimbangno sek bener tahape sampean sam, ga terkesan buru² asal merata dan terealisasi dengan baik",0,2025-01-24T09:47:22Z
@jefrysuharmanto,"bener bgt , gw penasaran banget sama penunjukan vendor.. jangan2 banyak oknum eh mksdnya pejabat yg tiba2 punya bisnis catering , he he .... INDONESIA NEGERI PARA PEJABAT",0,2025-01-24T09:44:32Z
@toyibazzuhdi4435,Harusnya dikasih dalam bentuk voucher yang nantinya voucher itu hanya berlaku untuk kantin didalam sekolah,0,2025-01-24T09:43:12Z
@UbU-l4d,"Baik
Kecuali mereka kaya",0,2025-01-24T09:41:52Z
@azelpasha4441,"pliss bang plisss, tolong review makan gratis bersama mamank kuliner dong bang Ferry",0,2025-01-24T09:41:10Z
@noufaladli5457,"anak sekecil itu berkelahi dengan krilin, bayangin anak sd karena makan ga ""sesuai selera"" di pea""in om"" boyy. Kan yg penting ada palelu botak yg penting yg penting seakan gada pilihan lain loh ada loh pilihan buat enak gratis bergizi lagi, itu pilihan ada cok",0,2025-01-24T09:37:24Z
@H3h3h3he,"Izin berpendapat gaes, menurut saya program makan bergizi ini ada yang bilang ga enak dan ada yang bilang enak itu salah satu faktornya adalah ekonomi keluarga anak itu sendiri. 
Kenapa ekonomi? Bukan bermaksud merendahkan atau semacamnya, tetapi ekonomi tiap keluarga berbeda sehingga pangan yang mereka makan atau kemampuan untuk membeli suatu kudap tiap keluarga itu berbeda-beda sehingga standar enak tiap anak pasti akan berbeda. Lidah anak A yang pernah makan ayam goreng bintang lima akan berbeda jauh dengan anak B yang belum pernah merasakan karena keterbatasan ekonomi. Intinya itu gaes, kita diskusi sama-sama apa saja yang menurut teman-teman berpengaruh dan menurut saya salah satu faktornya itu. Terima kasih🙏🏻",46,2025-01-24T09:35:45Z
@ekoputra5610,Di sundul dagu nya benjol lu bang,0,2025-01-24T09:34:31Z
@Jongsongindo,Baik bagi yg ngejar 2 periode😂,0,2025-01-24T09:29:30Z
@TakaKun944,"selain vendor juga stakeholder nya bang ferry, kita gabisa pura pura gatau, sometime keliatan kaya vendor yg salah tp nyatanya anggarannya dipangkas abis abisan dr atas sehingga vendor ya cuma bisa ngasiih itu",0,2025-01-24T09:28:53Z
@Barri2410,"Aku ingin menambahkan beberapa poin selain yang udah diutarakan Mas Ferry.

+ Tujuan: mengatasi stunting dan kekurangan gizi?
- Walau stunting itu juga kekurangan gizi, tapi itu masalah yang harus diselesaikan saat masa-masa awal bayi

+ Biaya 450 Triliun APBN per tahun
- Ini dikatakan oleh Hashim Djojohadikusumo, adik dari Presiden Prabowo, saat pilpres 2024.

+ Apartheid murid vs non-murid
- Program MBG hanya menyasar anak sekolah dan ibu-ibu hamil, padahal gak sedikit jumlah anak yang tidak bersekolah.

+ Ironi swasembada = impor sapi dan susu
-Ini juga disampaikan saat pilpres 2024. Terbukti bahwa sapi akan diimpor, tapi susu belum dipastikan. Dan yang ironis adalah pabrik pengolahan susu memperbanyak kuota susu impor dan malah menolak susu lokal.

+ Kegagalan Food Estate
- Di saat food estate harusnya bisa membantu program MBG di tengah kemungkinan krisis pangan, malah jatuh mangkrak. Dari salah pemilihan tanah, tiada infrastruktur untuk sawahnya serta logistik, serta kurangnya penerapan teknologi terkini. Belum lagi korupsi.",0,2025-01-24T09:25:58Z
@luckystrike5073,Cari aman vidionya  gk kayak mngkritik orang lain😁 kalo orang lain ada berita viral wah bahasnya fokus ke salahanya dan gk segan memberi saran  kalo ini mah cuman jelasin apa itu mbg dan malah mgkritik anaknya juga yg gak boleh body shaming bukan itu masalah yg lagi viral wkwkwk,0,2025-01-24T09:25:48Z
@Hiburan-n1w,"jaman gw SD 1996-2002 pernah di kasih snack penambah gizi 2x seminggu, seperti bubur kacang hijau, susu dll
1 hari cm 1 menu, beda hari beda menu. cuma gw gk tau itu program dari pemerintah pusat/pemprov jateng/pemda.",1,2025-01-24T09:22:38Z
